Plate,Repeat,Well,Type,Time,ANTS (Counts)
1,6,B09,M,00:04:17.17,68037
1,7,B09,M,00:05:01.79,67135
1,8,B09,M,00:05:46.40,67202
1,9,B09,M,00:06:31.01,67078
1,10,B09,M,00:07:15.65,67516
1,1,B10,M,00:00:35.03,65049
1,2,B10,M,00:01:19.64,64683
1,3,B10,M,00:02:04.26,64959
1,4,B10,M,00:02:48.87,65080
1,5,B10,M,00:03:33.48,65052
1,6,B10,M,00:04:18.09,64998
1,7,B10,M,00:05:02.71,64467
1,8,B10,M,00:05:47.32,64741
1,9,B10,M,00:06:31.93,65040
1,10,B10,M,00:07:16.57,64417
1,1,B11,M,00:00:35.95,68319
1,2,B11,M,00:01:20.56,67959
1,3,B11,M,00:02:05.18,68196
1,4,B11,M,00:02:49.79,68293
1,5,B11,M,00:03:34.40,67677
1,6,B11,M,00:04:19.01,67518
1,7,B11,M,00:05:03.63,68113
1,8,B11,M,00:05:48.24,68382
1,9,B11,M,00:06:32.85,67445
1,10,B11,M,00:07:17.49,68030
1,1,B12,M,00:00:36.87,66445
1,2,B12,M,00:01:21.48,67199
1,3,B12,M,00:02:06.10,66901
1,4,B12,M,00:02:50.71,66974
1,5,B12,M,00:03:35.32,66812
1,6,B12,M,00:04:19.93,66947
1,7,B12,M,00:05:04.55,67173
1,8,B12,M,00:05:49.16,67119
1,9,B12,M,00:06:33.77,66804
1,10,B12,M,00:07:18.41,67007
1,1,C01,M,00:00:40.23,69940
1,2,C01,M,00:01:24.84,69651
1,3,C01,M,00:02:09.45,69247
1,4,C01,M,00:02:54.07,69558
1,5,C01,M,00:03:38.68,69535
1,6,C01,M,00:04:23.29,69094
1,7,C01,M,00:05:07.91,68604
1,8,C01,M,00:05:52.52,68795
1,9,C01,M,00:06:37.13,68748
1,10,C01,M,00:07:21.77,68617
1,1,C02,M,00:00:41.15,66274
1,2,C02,M,00:01:25.76,65805
1,3,C02,M,00:02:10.38,66286
1,4,C02,M,00:02:54.99,65799
1,5,C02,M,00:03:39.60,66041
1,6,C02,M,00:04:24.21,65855
1,7,C02,M,00:05:08.82,66188
1,8,C02,M,00:05:53.44,65904
1,9,C02,M,00:06:38.05,65850
1,10,C02,M,00:07:22.69,66073
1,1,C03,M,00:00:42.07,68025
1,2,C03,M,00:01:26.68,67711
1,3,C03,M,00:02:11.30,67185
1,4,C03,M,00:02:55.91,67960
1,5,C03,M,00:03:40.52,67406
1,6,C03,M,00:04:25.13,67299
1,7,C03,M,00:05:09.74,67382
1,8,C03,M,00:05:54.36,67749
1,9,C03,M,00:06:38.97,68009
1,10,C03,M,00:07:23.61,67573
1,1,C04,M,00:00:42.99,67257
1,2,C04,M,00:01:27.60,67072
1,3,C04,M,00:02:12.22,67214
1,4,C04,M,00:02:56.83,67016
1,5,C04,M,00:03:41.44,67205
1,6,C04,M,00:04:26.05,67390
1,7,C04,M,00:05:10.66,66874
1,8,C04,M,00:05:55.28,67401
1,9,C04,M,00:06:39.89,67250
1,10,C04,M,00:07:24.53,67393
1,1,C05,M,00:00:43.91,67100
1,2,C05,M,00:01:28.52,66811
1,3,C05,M,00:02:13.14,67325
1,4,C05,M,00:02:57.75,66485
1,5,C05,M,00:03:42.36,67047
1,6,C05,M,00:04:26.97,67307
1,7,C05,M,00:05:11.58,66992
1,8,C05,M,00:05:56.20,66937
1,9,C05,M,00:06:40.81,67316
1,10,C05,M,00:07:25.45,66907
1,1,C06,M,00:00:44.83,67284
1,2,C06,M,00:01:29.44,67137
1,3,C06,M,00:02:14.06,67407
1,4,C06,M,00:02:58.67,66958
1,5,C06,M,00:03:43.28,67470
1,6,C06,M,00:04:27.89,67388
1,7,C06,M,00:05:12.50,68161
1,8,C06,M,00:05:57.12,67440
1,9,C06,M,00:06:41.73,67188
1,10,C06,M,00:07:26.37,67171
1,1,C07,M,00:00:45.75,68885
1,2,C07,M,00:01:30.36,68565
