Plate,Repeat,Well,Type,Time,ANTS (RFU)
1,7,E04,M,00:08:38.87,8168793
1,8,E04,M,00:09:57.36,8201285
1,9,E04,M,00:11:15.85,8252369
1,10,E04,M,00:12:34.33,8164660
1,1,E05,M,00:00:48.45,8351701
1,2,E05,M,00:02:06.93,8229625
1,3,E05,M,00:03:25.42,8249378
1,4,E05,M,00:04:43.94,8237851
1,5,E05,M,00:06:02.45,8289673
1,6,E05,M,00:07:20.96,8282275
1,7,E05,M,00:08:39.44,8212368
1,8,E05,M,00:09:57.93,8318902
1,9,E05,M,00:11:16.42,8196399
1,10,E05,M,00:12:34.90,8455783
1,1,E06,M,00:00:49.02,8409464
1,2,E06,M,00:02:07.50,8329297
1,3,E06,M,00:03:25.99,8328998
1,4,E06,M,00:04:44.51,8293003
1,5,E06,M,00:06:03.02,8163750
1,6,E06,M,00:07:21.53,8344315
1,7,E06,M,00:08:40.01,8281018
1,8,E06,M,00:09:58.50,8168502
1,9,E06,M,00:11:16.99,8163072
1,10,E06,M,00:12:35.47,8290028
1,1,E07,M,00:00:49.59,8472821
1,2,E07,M,00:02:08.07,8457510
1,3,E07,M,00:03:26.56,8521132
1,4,E07,M,00:04:45.08,8321876
1,5,E07,M,00:06:03.59,8133599
1,6,E07,M,00:07:22.10,8190062
1,7,E07,M,00:08:40.58,8365543
1,8,E07,M,00:09:59.07,8213807
1,9,E07,M,00:11:17.56,8325521
1,10,E07,M,00:12:36.04,8290837
1,1,E08,M,00:00:50.16,8435111
1,2,E08,M,00:02:08.65,8379181
1,3,E08,M,00:03:27.13,8362119
1,4,E08,M,00:04:45.65,8141797
1,5,E08,M,00:06:04.16,8303965
1,6,E08,M,00:07:22.67,8393048
1,7,E08,M,00:08:41.16,8324626
1,8,E08,M,00:09:59.64,8348835
1,9,E08,M,00:11:18.13,8387895
1,10,E08,M,00:12:36.61,8081757
1,1,E09,M,00:00:50.73,8473495
1,2,E09,M,00:02:09.21,8546008
1,3,E09,M,00:03:27.70,8472229
1,4,E09,M,00:04:46.22,8433822
1,5,E09,M,00:06:04.73,8630568
1,6,E09,M,00:07:23.24,8596772
1,7,E09,M,00:08:41.72,8475845
1,8,E09,M,00:10:00.21,8417030
1,9,E09,M,00:11:18.70,8348987
1,10,E09,M,00:12:37.18,8394443
1,1,E10,M,00:00:51.30,8327599
1,2,E10,M,00:02:09.78,8370964
1,3,E10,M,00:03:28.27,8208088
1,4,E10,M,00:04:46.79,8466628
1,5,E10,M,00:06:05.30,8286610
1,6,E10,M,00:07:23.81,8387026
1,7,E10,M,00:08:42.29,8359147
1,8,E10,M,00:10:00.78,8278367
1,9,E10,M,00:11:19.27,8403772
1,10,E10,M,00:12:37.75,8229375
1,1,E11,M,00:00:51.87,8378851
1,2,E11,M,00:02:10.36,8316883
1,3,E11,M,00:03:28.84,8346394
1,4,E11,M,00:04:47.36,8078683
1,5,E11,M,00:06:05.87,8256976
1,6,E11,M,00:07:24.38,8280908
